shortName,longName,professor,capacity,day,time,building,room,type,CP,DVD,VCR,Slides,OH,Concurrent,Noncurrent
LATI-15-01,Catullus & Lyric Spirit,,8,MWF,01:00PM-01:50PM,SMUD,427,,X,X,X+,,,,
LATI-41-01,Roman Elegy,,10,MWF,12:00PM-12:50PM,SMUD,428,,,,,,,,
LJST-01-01,Social Organizatn of Law,,84,MW,12:30PM-01:50PM,SMUD,429,,,,,,,,
LJST-05-01,"Race, Place & the Law",,31,MWF,10:00AM-10:50AM,SMUD,430,,,,,,,,
LJST-06-01,Apartheid,,27,TTH,08:30AM-09:50AM,SMUD,431,,,,,,,,
LJST-09-01,Utopia & Dystopia,,19,MWF,11:00AM-11:50AM,SMUD,432,,X,,,,,,
LJST-12-01,Psychoanalysis & Law,,39,TTH,10:00AM-11:20AM,SMUD,433,,,,,,,,
LJST-30-01,Law/Speech/Pol/Of Freed,,29,TTH,02:00PM-03:20PM,SMUD,434,,X,X,,,,,
LJST-33-01,The Social Contract,,8,MW,02:00PM-03:20PM,SMUD,435,,X,,,,,,
LJST-41-01,Interpretatns/Law & Lit,,17,T,02:00PM-04:30PM,SMUD,436,,,,,,,,
LJST-57-01,"Property, Liberty & Law",,12,M,02:00PM-04:00PM,SMUD,437,,,,,,,,
LJST-74-01,Norms/Rights/Justice,,1,T,02:00PM-04:00PM,SMUD,438,,,,,,,,
MATH-05-01,Calculus With Algebra,,35,MWF,11:00AM-11:50AM,SMUD,439,,,,,,,,
MATH-05-01,Calculus With Algebra,,35,TH,02:00PM-04:00PM,SMUD,440,,,,,,,,
MATH-11-01,Intro to the Calculus,,23,MWF,09:00AM-09:50AM,SMUD,441,,,,,,,,
MATH-11-01,Intro to the Calculus,,29,MWF,09:00AM-09:50AM,SMUD,442,,,,,,,,
MATH-11-01,Intro to the Calculus,,23,TH,08:30AM-09:50AM,SMUD,443,,,,,,,,
MATH-11-01,Intro to the Calculus,,29,TH,08:30AM-09:50AM,SMUD,444,,,,,,,,
MATH-11-02,Intro to the Calculus,,35,MWF,10:00AM-10:50AM,SMUD,445,,,,,,,,
MATH-11-02,Intro to the Calculus,,35,TH,01:00PM-01:50PM,SMUD,446,,,,,,,,
MATH-11-03,Intro to the Calculus,,16,MWF,11:00AM-11:50AM,SMUD,447,,,,,,,,
MATH-11-03,Intro to the Calculus,,16,T,01:00PM-01:50PM,SMUD,448,,,,,,,,
MATH-11-04,Intro to the Calculus,,22,MWF,01:00PM-01:50PM,SMUD,449,,,,,,,,
MATH-11-04,Intro to the Calculus,,22,T,09:00AM-09:50AM,SMUD,450,,,,,,,,
MATH-12-01,Intermediate Calculus,,24,MWF,09:00AM-09:50AM,SMUD,451,,,,,,,,
MATH-12-01,Intermediate Calculus,,39,MWF,09:00AM-09:50AM,SMUD,452,,,,,,,,
MATH-12-01,Intermediate Calculus,,24,T,09:00AM-09:50AM,SMUD,453,,,,,,,,
MATH-12-01,Intermediate Calculus,,39,T,09:00AM-09:50AM,SMUD,454,,,,,,,,
MATH-12-02,Intermediate Calculus,,26,MWF,10:00AM-10:50AM,SMUD,455,,,,,,,,
MATH-12-02,Intermediate Calculus,,18,MWF,10:00AM-10:50AM,SMUD,456,,,,,,,,
MATH-12-02,Intermediate Calculus,,26,T,01:00PM-01:50PM,SMUD,457,,,,,,,,
MATH-12-02,Intermediate Calculus,,18,T,01:00PM-01:50PM,SMUD,458,,,,,,,,
MATH-12-03,Intermediate Calculus,,20,MWF,01:00PM-01:50PM,SMUD,459,,,,,,,,
MATH-12-03,Intermediate Calculus,,20,TH,01:00PM-01:50PM,SMUD,460,,,,,,,,
MATH-13-01,Multivariable Calculus,,33,MWF,09:00AM-09:50AM,SMUD,461,,,,,,,,
MATH-13-01,Multivariable Calculus,,19,MWF,09:00AM-09:50AM,SMUD,462,,,,,,,,
MATH-13-01,Multivariable Calculus,,33,T,09:00AM-09:50AM,SMUD,463,,,,,,,,
MATH-13-01,Multivariable Calculus,,19,T,09:00AM-09:50AM,SMUD,464,,,,,,,,
MATH-13-02,Multivariable Calculus,,26,MWF,10:00AM-10:50AM,SMUD,465,,,,,,,,
MATH-13-02,Multivariable Calculus,,26,TH,09:00AM-09:50AM,SMUD,466,,,,,,,,
MATH-17-01,Intro to Statistics,,27,MW,11:00AM-11:50AM,SMUD,467,,,,,,,,
MATH-17-01,Intro to Statistics,,30,MW,11:00AM-11:50AM,SMUD,468,,,,,,,,
MATH-17-01,Intro to Statistics,,27,T,01:00PM-03:00PM,SMUD,469,,,,,,,,
MATH-17-01,Intro to Statistics,,30,T,01:00PM-03:00PM,SMUD,470,,,,,,,,
MATH-17-02,Intro to Statistics,,22,MW,10:00AM-10:50AM,SMUD,471,,,,,,,,
MATH-17-02,Intro to Statistics,,18,MW,10:00AM-10:50AM,SMUD,472,,,,,,,,
MATH-17-02,Intro to Statistics,,22,TH,01:00PM-03:00PM,SMUD,473,,,,,,,,
MATH-17-02,Intro to Statistics,,18,TH,01:00PM-03:00PM,SMUD,474,,,,,,,,
MATH-19-01,Wavelet & Fourier Anal,,8,MWF,01:00PM-01:50PM,SMUD,475,,,,,,,,
MATH-19-01,Wavelet & Fourier Anal,,8,TH,09:00AM-09:50AM,SMUD,476,,,,,,,,
MATH-21-01,Linear Algebra,,27,MWF,01:00PM-01:50PM,SMUD,477,,,,,,,,
MATH-21-01,Linear Algebra,,27,T,09:00AM-09:50AM,SMUD,478,,,,,,,,
MATH-23-01,Multivariate Data Analys,,19,WF,11:00AM-11:50AM,SMUD,479,,,,,,,,
MATH-23-01,Multivariate Data Analys,,19,M,11:00AM-11:50AM,SMUD,480,,,,,,,,
MATH-23-01,Multivariate Data Analys,,19,TH,09:00AM-09:50AM,SMUD,481,,,,,,,,
MATH-27-01,Set Theory,,7,MWF,09:00AM-09:50AM,SMUD,482,,,,,,,,
MATH-27-01,Set Theory,,7,T,09:00AM-09:50AM,SMUD,483,,,,,,,,
MATH-31-01,Functns Complex Variable,,11,MWF,10:00AM-10:50AM,SMUD,484,,,,,,,,
MATH-31-01,Functns Complex Variable,,11,TH,09:00AM-09:50AM,SMUD,485,,,,,,,,
MUSI-04-01,Global Sound,,16,MW,08:30AM-09:50AM,SMUD,486,,,,,,,,
MUSI-06-01,Master Musicians of Afr,,11,TTH,10:00AM-11:20AM,SMUD,487,,X,X,X,,,,
MUSI-09-01,Performance & Analysis I,,1,MW,04:00PM-06:00PM,SMUD,488,,,,,,,,
MUSI-09H-01,Performance & Analysis I,,3,MW,04:00PM-06:00PM,SMUD,489,,,,,,,,
MUSI-11-01,Introduction to Music,,29,MWF,10:00AM-10:50AM,SMUD,490,,,,,,,,
MUSI-11-01,Introduction to Music,,31,MWF,10:00AM-10:50AM,SMUD,491,,,,,,,,
MUSI-12-01,Exploring Music,,27,TTH,02:00PM-03:20PM,SMUD,492,,,,,,,,
MUSI-12-01,Exploring Music,,25,TTH,02:00PM-03:20PM,SMUD,493,,,,,,,,
MUSI-19-01,PV Soundscapes,,7,MW,02:00PM-03:20PM,SMUD,494,,,,,,,,
MUSI-23-01,Music & Culture III,,7,MW,12:30PM-01:50PM,SMUD,495,,,,,,,,
MUSI-24-01,Jazz History to 1945,,13,TTH,10:00AM-11:20AM,SMUD,496,,,,,,,,
MUSI-31-01,Harmony & Countrpoint I,,16,MWF,11:00AM-11:50AM,SMUD,497,,,,,,,,
MUSI-31-01,Harmony & Countrpoint I,,9,MWF,11:00AM-11:50AM,SMUD,498,,,,,,,,
MUSI-35-01,Jazz Theory & Improvis I,,8,MW,02:00PM-03:20PM,SMUD,499,,,,,,,,
MUSI-39-01,Improvised Music,,14,TTH,02:00PM-03:20PM,SMUD,500,,,,,,,,
MUSI-40-01,Mozart,,6,MW,02:00PM-04:00PM,SMUD,501,,,,,,,,
MUSI-69-01,Composition I,,15,TTH,11:30AM-12:50PM,SMUD,502,,,,,,,,
MUSI-71-01,Composition Seminar I,,8,F,02:00PM-04:00PM,SMUD,503,,,,,,,,
PHIL-11-01,Intro to Philosophy,,25,MW,12:30PM-01:50PM,SMUD,504,,,,,,,,
PHIL-11-01,Intro to Philosophy,,22,MW,12:30PM-01:50PM,SMUD,505,,,,,,,,
PHIL-13-01,Logic,,52,MWF,10:00AM-10:50AM,SMUD,506,,,,,,,,
PHIL-17-01,Ancient Philosophy,,23,MWF,11:00AM-11:50AM,SMUD,507,,,,,,,,
PHIL-21-01,Mysteries of Mind,,37,TTH,10:00AM-11:20AM,SMUD,508,,,,,,,,
PHIL-40-01,Origins of Analytic Phil,,20,MW,02:00PM-03:20PM,SMUD,509,,,,,,,,
PHIL-62-01,Social Construction/Know,,12,T,02:00PM-04:30PM,SMUD,510,,,,,,,,
PHYS-15-01,Scientific Computing,,3,MWF,09:00AM-09:50AM,SMUD,511,,,,,,,,
PHYS-15-01,Scientific Computing,,3,TH,08:30AM-09:50AM,SMUD,512,,,,,,,,
PHYS-16-01,Mechanics & Wave Motion,,21,MWF,09:00AM-09:50AM,SMUD,513,,,,,,,,
PHYS-16-01,Mechanics & Wave Motion,,21,M,02:00PM-05:00PM,SMUD,514,,,,,,,,
PHYS-16-02,Mechanics & Wave Motion,,26,MWF,09:00AM-09:50AM,SMUD,515,,,,,,,,
PHYS-16-02,Mechanics & Wave Motion,,26,T,02:00PM-05:00PM,SMUD,516,,,,,,,,
PHYS-17-04,Electromagnetsm & Optics,,12,MWF,12:00PM-12:50PM,SMUD,517,,,,,,,,
PHYS-17-04,Electromagnetsm & Optics,,12,TH,01:00PM-04:00PM,SMUD,518,,,,,,,,
PHYS-17-04,Electromagnetsm & Optics,,12,TH,01:00PM-04:00PM,SMUD,519,,,,,,,,
PHYS-17-05,Electromagnetsm & Optics,,11,F,01:00PM-04:00PM,SMUD,520,,,,,,,,
PHYS-17-05,Electromagnetsm & Optics,,11,MWF,12:00PM-12:50PM,CHAP,521,,,,,,,,
PHYS-23-01,Newtonian Synthesis,,17,MWF,09:00AM-09:50AM,CHAP,522,,,,,,,,
PHYS-23-01,Newtonian Synthesis,,17,W,02:00PM-05:00PM,CHAP,523,,,,,,,,
PHYS-23-01,Newtonian Synthesis,,17,T,01:00PM-01:50PM,CHAP,524,,,,,,,,
PHYS-25-01,Modern Physics,,14,MWF,10:00AM-10:50AM,CHAP,525,,,,,,,,
PHYS-27-01,Method of Theoret Phys,,15,MWF,12:00PM-12:50PM,CHAP,526,,,,,,,,
PHYS-27-01,Method of Theoret Phys,,15,T,09:00AM-09:50AM,CHAP,527,,,,,,,,
PHYS-43-01,Dynamics,,13,MWF,10:00AM-10:50AM,CHAP,528,,,,,,,,
PHYS-47-01,Electromagnetic Theory I,,12,TTH,11:30AM-12:50PM,CHAP,529,,,,,,,,
POSC-03-01,Secrets and Lies,,43,MW,02:00PM-03:20PM,CHAP,530,,X,X,X+,,,,
POSC-18-01,Social Organizatn of Law,,27,MW,12:30PM-01:50PM,CHAP,531,,X,X,X+,,,,
POSC-20-01,Post-Colonial Nationlsm,,63,MW,12:30PM-01:50PM,CHAP,532,,X,X,X+,,,,
POSC-26-01,Metropolis,,20,TTH,10:00AM-11:20AM,CHAP,533,,X,,,,,,
POSC-28-01,Modern Poltcl Philosophy,,86,MW,08:30AM-09:50AM,CHAP,534,,X,X,X+,,,,
POSC-30-01,Am Poltcs/Foreign Policy,,86,TTH,10:00AM-11:20AM,CHAP,535,,X,X,X+,,,,
POSC-34-01,American Pol Thought,,33,MW,08:30AM-09:50AM,CHAP,536,,,,,,,,
POSC-45-01,Contemporary Europe,,32,MW,02:00PM-03:20PM,CHAP,537,,X,X,X+,,,,
POSC-46-01,Amer Diplomacy: Case Studies,,61,W,02:00PM-04:30PM,CHAP,538,,,,,,,,
POSC-74-01,Norms/Rights/Justice,,16,T,02:00PM-04:00PM,CHAP,539,,X,X,X+,,,,
POSC-81-01,Taking Marx Seriously,,6,TH,08:00PM-10:00PM,CHAP,540,,,X,X+,,,,
POSC-83-01,Contemp Political Phil,,12,T,02:00PM-04:30PM,CHAP,541,,X,X,X+,,,,
POSC-91-01,Change in Southeast Asia,,12,TTH,02:00PM-02:50PM,CHAP,542,,X,,,,,,
PSYC-11-01,Intro to Psychology,,77,MW,08:30AM-09:50AM,CHAP,543,,X,,X+,,X,,
PSYC-11-01,Intro to Psychology,,77,F,11:00AM-11:50AM,CHAP,544,,X,,X+,,X,,
PSYC-11-02,Intro to Psychology,,80,MW,08:30AM-09:50AM,CHAP,545,,X,,X+,,X,,
PSYC-11-02,Intro to Psychology,,80,F,01:00PM-01:50PM,CHAP,546,,X,,X+,,X,,
PSYC-12-01,Biological Psych,,50,MWF,11:00AM-11:50AM,CHAP,547,,,,,,,,
PSYC-12-01,Biological Psych,,52,MWF,11:00AM-11:50AM,CHAP,548,,,,,,,,
PSYC-21-01,Personality,,31,TTH,10:00AM-11:20AM,CHAP,549,,,,,,,,
PSYC-22-01,Statis & Expermnt Design,,32,MW,12:30PM-01:50PM,CHAP,550,,X,X,X,,,,
PSYC-22-01,Statis & Expermnt Design,,43,MW,12:30PM-01:50PM,CHAP,551,,X,X,X,,,,
PSYC-25-01,Psychopharmacology,,30,MWF,10:00AM-10:50AM,CHAP,552,,,,,,,,
PSYC-28-01,Abnormal Psychology,,43,MW,08:30AM-09:50AM,CHAP,553,,X,X,X,,X,,
PSYC-33-01,Cognitive Psychology,,41,MWF,10:00AM-10:50AM,CHAP,554,,X,X,X,,,,
PSYC-35-01,Sports Psychology,,28,TTH,08:30AM-09:50AM,CHAP,555,,X,X,X,,X,,
PSYC-36-01,Psychology of Aging,,20,TH,02:00PM-04:30PM,BEBU,556,,X,X,X,,,,
PSYC-38-01,Psychobiography,,6,M,02:00PM-04:30PM,BEBU,557,,,,,,,,
PSYC-40-01,Sex Role Socialization,,16,W,02:00PM-04:30PM,BEBU,558,,,,,,,,
PSYC-44-01,Social Psych of Race,,11,M,02:00PM-04:30PM,BEBU,559,,,,,,,,
PSYC-45-01,Psych of Morality,,17,TTH,11:30AM-12:50PM,BEBU,560,,,,,,,,
PSYC-71-01,Psychopathology,,20,T,02:00PM-04:30PM,BEBU,561,,,,,,,,
RELI-11-01,Introduction to Religion,,28,MWF,10:00AM-10:50AM,BEBU,562,,,,,,,,
RELI-21-01,Ancient Israel,,16,MWF,11:00AM-11:50AM,BEBU,563,,,,,,,,
RELI-23-01,Buddhist Traditions,,20,TTH,10:00AM-11:20AM,BEBU,564,,,,,,,,
RELI-38-01,Folklore & the Bible,,30,MW,12:30PM-01:50PM,BEBU,565,,,X,X,,,,
RELI-44-01,The Secret Jesus,,27,TTH,08:30AM-09:50AM,BEBU,566,,,,,,,,
RELI-45-01,Christianity-Early Years,,13,MWF,09:00AM-09:50AM,BEBU,567,,,,,,,,
RELI-48-01,American Relig Thought,,7,MW,02:00PM-03:20PM,BEBU,568,,,,,,,,
RELI-55-01,Islamic Intellect Trad,,8,MW,02:00PM-03:20PM,BEBU,569,,,,,,,,
RELI-74-01,The Moral Self,,31,T,02:00PM-04:30PM,BEBU,570,,,,,,,,
RUSS-01-01,First-Year Russian I,,13,MTWTHF,10:00AM-10:50AM,BEBU,571,,,,,,,,
RUSS-01-01,First-Year Russian I,,13,MTWTHF,10:00AM-10:50AM,BEBU,572,,,,,,,,
RUSS-01-02,First-Year Russian I,,15,MTWTHF,01:00PM-01:50PM,BEBU,573,,,,,,,,
RUSS-01-02,First-Year Russian I,,15,MTWTHF,01:00PM-01:50PM,BEBU,574,,,,,,,,
RUSS-03-01,Second-Year Russian I,,11,MTWTHF,10:00AM-10:50AM,BEBU,575,,,,,,,,
RUSS-03-01,Second-Year Russian I,,11,MTWTHF,10:00AM-10:50AM,BEBU,576,,,,,,,,
RUSS-03-02,Second-Year Russian I,,9,MTWTHF,01:00PM-01:50PM,BEBU,577,,,,,,,,
RUSS-11-01,Third-Year Russian I,,5,W,-,BEBU,578,TBD,,,,,,,
RUSS-11-01,Third-Year Russian I,,5,TTH,08:30AM-09:50AM,BEBU,579,,,,,,,,
RUSS-15H-01,Adv Conversation & Comp,,4,,,BEBU,580,,,,,,,,
RUSS-17-01,Strange Russian Writers,,36,TTH,11:30AM-12:50PM,BEBU,581,,,,,,,,
RUSS-18-01,Russian Lives,,8,TTH,11:30AM-12:50PM,BEBU,582,,,,,,,,
RUSS-21-01,Rise of Russian Novel,,10,MW,12:30PM-01:50PM,BEBU,583,,,,,,,,
RUSS-27-01,Fyodor Dostoevsky,,19,TTH,10:00AM-11:20AM,BEBU,584,,,,,,,,
RUSS-43-01,Russian Lit & Culture I,,5,MW,03:30PM-04:50PM,BARR,585,,,,,,,,
SOCI-10-01,Human Diversity,,30,TTH,02:00PM-03:20PM,BARR,586,,X,X,X,,,,
SOCI-15-01,Sociological Theory,,26,MW,02:00PM-03:20PM,BARR,587,,,,,,,,
SOCI-21-01,The Family,,20,TTH,02:00PM-03:20PM,BARR,588,,,X,X,1,,,
SOCI-31-01,White Identity in the US,,19,TH,02:00PM-04:30PM,BARR,589,,X,X,X,,,,
SOCI-43-01,Drugs and Society,,36,TTH,11:30AM-12:50PM,BARR,590,,X,X,X,,,,
SOCI-45-01,Latino Identity in US,,23,T,02:00PM-04:30PM,BARR,591,,X,X,X,,,,
SPAN-01-01,Elementary Spanish,,15,MWF,10:00AM-10:50AM,BARR,592,,,,,,,,
SPAN-01-01,Elementary Spanish,,10,MWF,10:00AM-10:50AM,BARR,593,,,,,,,,
SPAN-01-02,Elementary Spanish,,13,MWF,11:00AM-11:50AM,BARR,594,,,,,,,,
SPAN-01-02,Elementary Spanish,,10,MWF,11:00AM-11:50AM,BARR,595,,,,,,,,
SPAN-01-03,Elementary Spanish,,14,MWF,09:00AM-09:50AM,BARR,596,,,,,,,,
SPAN-03-01,Intermediate Spanish,,12,MWF,10:00AM-10:50AM,BARR,597,,,,,,,,
SPAN-03-01,Intermediate Spanish,,9,MWF,10:00AM-10:50AM,BARR,598,,,,,,,,
SPAN-03-02,Intermediate Spanish,,12,MWF,11:00AM-11:50AM,BARR,599,,,,,,,,
SPAN-03-02,Intermediate Spanish,,6,MWF,11:00AM-11:50AM,BARR,600,,,,,,,,
SPAN-03-03,Intermediate Spanish,,6,MWF,09:00AM-09:50AM,BARR,601,,,,,,,,
SPAN-03-03,Intermediate Spanish,,10,MWF,09:00AM-09:50AM,BARR,602,,,,,,,,
SPAN-05-01,Advanced Spanish,,12,MW,12:30PM-01:50PM,BARR,603,,,,,,,,
SPAN-05-01,Advanced Spanish,,17,MW,12:30PM-01:50PM,BARR,604,,,,,,,,
SPAN-06-01,Spanish Conversation,,7,MWF,10:00AM-10:50AM,BARR,605,,,,,,,,
SPAN-06-01,Spanish Conversation,,4,MWF,10:00AM-10:50AM,BARR,606,,,,,,,,
SPAN-06-02,Spanish Conversation,,5,MWF,11:00AM-11:50AM,BARR,607,,,,,,,,
SPAN-06-02,Spanish Conversation,,6,MWF,11:00AM-11:50AM,BARR,608,,,,,,,,
SPAN-07-01,Adv Spanish Composition,,5,MWF,10:00AM-10:50AM,BARR,609,,,,,,,,
SPAN-07-01,Adv Spanish Composition,,6,MWF,10:00AM-10:50AM,BARR,610,,,,,,,,
SPAN-07-02,Adv Spanish Composition,,6,MWF,11:00AM-11:50AM,JOCH,611,,,,,,,,
SPAN-09-01,Span for Heritage Speakers,,9,MWF,09:00AM-09:50AM,JOCH,612,,,,,,,,
SPAN-09-01,Span for Heritage Speakers,,12,MWF,09:00AM-09:50AM,JOCH,613,,,,,,,,
SPAN-11-01,Readings in Hispanic Lit,,4,MW,12:30PM-01:50PM,JOCH,614,,,,,,,,
SPAN-11-01,Readings in Hispanic Lit,,8,MW,12:30PM-01:50PM,JOCH,615,,,,,,,,
SPAN-36-01,Spanish Cinema,,9,TTH,02:00PM-03:20PM,JOCH,616,,,,,,,,
SPAN-46-01,Cuba After 1989,,16,MW,02:00PM-03:20PM,JOCH,617,,,,,,,,
SPAN-63-01,100 Yrs. of Solitude,,22,TTH,10:00AM-11:20AM,JOCH,618,,,,,,,,
SPAN-65-01,Cervantes,,32,MWF,10:00AM-10:50AM,JOCH,619,,,,,,,,
SPAN-94-01,Spanglish,,32,TTH,11:30AM-12:50PM,JOCH,620,,,,,,,,
THDA-11-01,The Language of Movement,,21,TTH,02:00PM-04:00PM,JOCH,621,,,,,,,,
THDA-12-01,Materials of Theater,,7,TTH,02:00PM-04:00PM,JOCH,622,,,,,,,,
THDA-13-01,Action & Character,,15,MWF,02:00PM-04:00PM,JOCH,623,,,,,,,,
THDA-13-01,Action & Character,,20,MWF,02:00PM-04:00PM,JOCH,624,,,,,,,,
THDA-27-01,Theater and Politics,,8,TTH,10:00AM-11:20AM,JOCH,625,,X,,,,,,
THDA-30H-01,Contmp Dance: W. African,,12,TTH,04:00PM-05:30PM,JOCH,626,,,,,,,,
THDA-30H-01,Contmp Dance: W. African,,26,TTH,04:00PM-05:30PM,JOCH,627,,,,,,,,
THDA-30H-02,Contmp Dance:Mod III/IV,,14,MW,04:00PM-05:30PM,JOCH,628,,,,,,,,
THDA-30H-02,Contmp Dance:Mod III/IV,,17,MW,04:00PM-05:30PM,JOCH,629,,,,,,,,
THDA-34-01,Dance Tech & Repertory,,5,MW,04:00PM-06:30PM,JOCH,630,,,,,,,,
THDA-41-01,Scene Design,,7,TTH,09:00AM-11:00AM,JOCH,631,,,,,,,,
THDA-45-01,Staging Drama,,2,MW,02:00PM-04:00PM,JOCH,632,,,,,,,,
THDA-62-01,Performance Studio,,8,F,01:00PM-04:00PM,JOCH,633,,,,,,,,
THDA-66-01,Rehearsal,,4,TTH,01:00PM-04:00PM,JOCH,634,,,,,,,,
THDA-75H-01,Production Studio,,5,TBA,,JOCH,635,,,,,,,,
WAGS-02-01,Global Politics of Gender,,27,TH,02:00PM-04:30PM,JOCH,636,,,,,,,,
WAGS-03-01,Gender/Ethnicity: Latin Amer,,19,TTH,11:30AM-12:50PM,JOCH,637,,,,,,,,
WAGS-11-01,Construction of Gender,,26,TTH,10:00AM-11:20AM,JOCH,638,,,,,,,,
WAGS-13-01,Fashion Matters,,6,MW,12:30PM-01:50PM,JOCH,639,,,,,,,,
WAGS-38-01,Greek Drama,,5,MW,02:00PM-03:20PM,JOCH,640,,,,,,,,
WAGS-40-01,Women in Chinese Lit,,5,TTH,11:30AM-12:50PM,JOCH,641,,,,,,,,
