Term;Course #;Title`;Cross-listed Courses;Faculty;Method;Day and Time;Room;Enrollment;Combined Enrollment
1011S;SPAN-05-01;Advanced Spanish;;Prospero Garcia  Maria Maillo;L/D;MWF 10:00AM-10:50AM;CHAP 205;7;7
1011S;SPAN-05-02;Advanced Spanish;;Prospero Garcia  Maria Maillo;L/D;MWF 11:00AM-11:50AM;CHAP 205;7;7
1011S;SPAN-05-02;Advanced Spanish;;Prospero Garcia  Maria Maillo;L/D;MWF 11:00AM-11:50AM;CHAP 205;7;7
1011S;SPAN-05-03;Advanced Spanish;;Maria Maillo;L/D;MW 12:30PM-01:50PM;BARR 102;10;10
1011S;SPAN-06-01;Spanish Conversation;;Maria Maillo;L/D;MWF 10:00AM-10:50AM;CHAP 119;8;8
1011S;SPAN-06-02;Spanish Conversation;;Maria Maillo;L/D;MWF 11:00AM-11:50AM;CHAP 204;12;12
1011S;SPAN-07-01;Adv Spanish Composition;;Prospero Garcia  Maria Maillo;L/D;MWF 09:00AM-09:50AM;CHAP 205;9;9
1011S;SPAN-07-01;Adv Spanish Composition;;Prospero Garcia  Maria Maillo;L/D;MWF 09:00AM-09:50AM;CHAP 205;9;9
1011S;SPAN-09-01;Span for Heritage Speakers;;Glenda Nieto Cuebas  Maria Maillo;L/D;MW 12:30PM-01:50PM;BARR 105;6;6
1011S;SPAN-09-01;Span for Heritage Speakers;;Glenda Nieto Cuebas  Maria Maillo;L/D;MW 12:30PM-01:50PM;BARR 105;6;6
1011S;SPAN-15-01;Latino Literature;;Ilan Stavchansky;L/D;TTH 10:00AM-11:20AM;CHAP 203;14;14
1011S;SPAN-28-01;17th-Cent Europ Theater;EUST-28-01,SPAN-28-01;James Maraniss;L/D;TTH 10:00AM-11:20AM;OCTA 201;43;66
1011S;SPAN-44-01;The Spanish Civil War;;James Maraniss;L/D;MWF 10:00AM-10:50AM;CHAP 203;26;26
1011S;SPAN-62-01;Pablo Neruda;;Ilan Stavchansky;L/D;TTH 11:30AM-12:50PM;CHAP 101;26;26
1011S;SPAN-85-01;Spanish Amer Women Writers;SPAN-85-01,WAGS-09-01;Nina Scott;L/D;MW 12:30PM-01:50PM;CHAP 210;12;15
1011S;THDA-12-01;Materials of Theater;;Suzanne Dougan;L/D;TTH 02:00PM-04:00PM;WEBS 8;10;10
1011S;THDA-12-02;Materials of Theater;;Suzanne Dougan;L/D;TTH 11:00AM-01:00PM;WEBS 8;13;13
1011S;THDA-13-01;Action & Character;;Peter Lobdell;L/D;MWF 02:00PM-04:00PM;WEBS 122;18;18
1011S;THDA-20-01;Contemporary Performance;;Peter Lobdell;L/D;TTH 11:30AM-12:50PM;WEBS 217;21;21
1011S;THDA-21-01;Modes of Realism;;Ronald Bashford;L/D;MW 12:30PM-01:50PM;WEBS 19;3;3
1011S;THDA-30H-01;Contmp Dance:Mod IV/V;;Katie Martin;L/D;TTH 04:00PM-05:30PM;WEBS 117;20;20
1011S;THDA-30H-02;Ctmp Dan: Mod Bllet I/II;;Thomas Vacanti;L/D;MW 04:00PM-05:30PM;WEBS 117;31;31
1011S;THDA-30H-03;Contmp Dance:Mod/Jazz I/II;;Rebecca Hite;L/D;TTH 11:30AM-12:50PM;WEBS 117;5;5
1011S;THDA-31-01;Playwriting I;;Constance Congdon;L/D;TTH 11:30AM-12:50PM;WEBS 19;15;15
1011S;THDA-31-02;Playwriting I;;Constance Congdon;L/D;TTH 02:00PM-03:20PM;WEBS 19;11;11
1011S;THDA-32H-02;The Craft of Speaking II;;Ronald Bashford;L/D;TTH 10:00AM-11:20AM;WEBS 122;6;6
1011S;THDA-32H-03;The Craft of Speaking II;;Ronald Bashford;L/D;TTH 08:30AM-09:50AM;WEBS 122;8;8
1011S;THDA-53-01;Experiments in Choreography;;James Coleman;L/D;TTH 02:00PM-04:00PM;WEBS 117;7;7
1011S;THDA-61-01;Playwriting Studio;;Constance Congdon;L/D;W 02:00PM-04:00PM;KIRB 100;5;5
1011S;THDA-63-01;Design Studio II;;Suzanne Dougan;L/D;F 10:00AM-12:00PM;WEBS 8;3;3
1011S;THDA-64-01;Design Studio;;Suzanne Dougan;L/D;F 10:00AM-12:00PM;WEBS 8;3;3
1011S;THDA-65-01;Directing Studio;;Ronald Bashford;L/D;MF 10:00AM-11:20AM;WEBS 19;6;6
1011S;WAGS-04-01;Political Econ of Gender;POSC-44-01,WAGS-04-01;Manuela Picq;L/D;W 02:00PM-04:30PM;CHAP 103;3;11
1011S;WAGS-08-01;Gender, Economic Development;;Lynda Pickbourn;L/D;TTH 02:00PM-03:20PM;CHAP 103;13;13
1011S;WAGS-09-01;Spanish Amer Women Writers;SPAN-85-01,WAGS-09-01;Nina Scott;L/D;MW 12:30PM-01:50PM;CHAP 210;3;15
1011S;WAGS-12-01;New Women in America;ENGL-01-01,WAGS-12-01;Wendy Bergoffen;L/D;MW 12:30PM-01:50PM;MCLS 428;3;15
1011S;WAGS-23-01;Greek Civilization;WAGS-23-01,CLAS-23-01;Frederick Griffiths;L/D;MWF 11:00AM-11:50AM;ESNH 107;7;32
1011S;WAGS-24-01;Gender Labor;;Michele Barale  Rose Olver;L/D;MW 12:30PM-01:50PM;MERR 315;28;28
1011S;WAGS-24-01;Gender Labor;;Michele Barale  Rose Olver;L/D;MW 12:30PM-01:50PM;MERR 315;28;28
1011S;WAGS-27-01;Women Writers of Africa;BLST-27-01,WAGS-27-01;Carol Bailey;LEC;M 02:00PM-04:30PM;CONV 308;5;13
1011S;WAGS-35-01;Other Shakespeares;;Krupa Shandilya;L/D;TTH 10:00AM-11:20AM;FAYE 217A;3;3
1011S;WAGS-64-01;Women's Hist 1865-Pres;HIST-46-01,WAGS-64-01;Martha Saxton;L/D;TTH 11:30AM-12:50PM;CHAP 204;6;18
1011S;WAGS-69-01;Feminist Cinema;WAGS-69-01,ASLC-52-01,FAMS-58-01;Krupa Shandilya;L/D;W 02:00PM-04:30PM;CONV 308;5;10
1011S;WAGS-79-01;Feminism/Theater/Perform;WAGS-79-01,ENGL-79-01;Jennifer Cayer;L/D;TTH 11:30AM-12:50PM;CHAP 205;2;7
1011S;WAGS-85-01;States of Poverty;POSC-85-01,WAGS-85-01;Kristin Bumiller;L/D;T 02:00PM-04:30PM;FAYE 217A;3;11
1112F;AMST-111-01;The Embodied Self;AMST-111-01,ANTH-111-01;Francis Couvares;L/D;MWF 11:00AM-11:50AM;CHAP 101;20;21
1112F;AMST-111-02;The Embodied Self;AMST-111-02,ANTH-111-02;Allen Guttmann;L/D;MWF 11:00AM-11:50AM;CHAP 203;15;17
1112F;AMST-111-03;The Embodied Self;AMST-111-03,ANTH-111-03;Wendy Bergoffen;L/D;MWF 11:00AM-11:50AM;MCLS 428;13;21
1112F;ANTH-111-01;The Embodied Self;AMST-111-01,ANTH-111-01;Francis Couvares;L/D;MWF 11:00AM-11:50AM;CHAP 101;1;21
1112F;ANTH-111-02;The Embodied Self;AMST-111-02,ANTH-111-02;Allen Guttmann;L/D;MWF 11:00AM-11:50AM;CHAP 203;2;17
1112F;ANTH-111-03;The Embodied Self;AMST-111-03,ANTH-111-03;Wendy Bergoffen;L/D;MWF 11:00AM-11:50AM;MCLS 428;8;21
1112F;ANTH-112-01;Social Anthropology;;Deborah Gewertz;L/D;TTH 11:30AM-12:50PM;FAYE 115;71;71
1112F;ANTH-221-01;Indian Civilization;ANTH-221-01,ASLC-222-01;Lawrence Babb;L/D;MWF 09:00AM-09:50AM;WEBS 220;19;27
1112F;ANTH-222-01;Anthro of Religion;;Lawrence Babb;L/D;TTH 10:00AM-11:20AM;CONV 207;29;29
1112F;ANTH-230-01;Ethnographic Methods;;Ana Araujo;L/D;TTH 10:00AM-11:20AM;MCLS 230;15;15
1112F;ANTH-235-01;Global Mkt/Local Culture;;Ana Araujo;L/D;TTH 02:00PM-03:20PM;MERR 401;16;16
1112F;ANTH-245-01;Medical Anthropology;;Christopher Dole;L/D;MW 02:00PM-03:20PM;FAYE 113;32;32
1112F;ANTH-339-01;The Anthropology of Food;;Deborah Gewertz;L/D;W 02:00PM-05:00PM;WEBS 217;28;28
1112F;ARAB-101-01;First-Year Arabic I;;Mohamed Hassan;L/D;MTWTHF 09:00AM-09:50AM;CHAP 210;12;12
1112F;ARAB-201-01;Second-Year Arabic I;;Mohamed Hassan;LEC;MWF 11:00AM-11:50AM;CONV 308;6;6
1112F;ARAB-301-01;Third-Year Arabic I;;Abdelkader Berrahmoun  Mohamed Hassan;L/D;MWF 02:00PM-03:20PM;BARR 105;11;11
1112F;ARAB-301-01;Third-Year Arabic I;;Abdelkader Berrahmoun  Mohamed Hassan;L/D;MWF 02:00PM-03:20PM;BARR 105;11;11
1112F;ARHA-103-01;20th Century Art;;Jeffrey Saletnik;L/D;TTH 02:00PM-03:20PM;FAYE 117;19;19
1112F;ARHA-111-01;Basic Drawing;;Douglas Culhane;L/D;MW 01:00PM-04:00PM;FAYE 101;17;17
1112F;ARHA-137-01;Amer Art/Arch 1600-Present;;Carol Clark;L/D;MW 12:30PM-01:50PM;FAYE 115;35;35
1112F;ARHA-138-01;Arts/Orature in Africa;BLST-313-01,ARHA-138-01;Rowland Abiodun;L/D;MW 12:30PM-01:50PM;COOP 101;4;6
1112F;ARHA-147-01;Arts of China;ARHA-147-01,ASLC-143-01;Samuel Morse;L/D;MWF 10:00AM-10:50AM;FAYE 117;16;17
1112F;ARHA-213-01;Printmaking I;;Betsey Garand;L/D;TTH 01:00PM-04:00PM;FAYE 205;12;12
1112F;ARHA-214-01;Sculpture I;;Carol Keller;L/D;MW 01:00PM-04:00PM;FAYE 1;12;12
1112F;ARHA-215-01;Painting I;;Robert Sweeney;L/D;TTH 01:00PM-04:00PM;FAYE 201;16;16
1112F;ARHA-218-01;Photography I;;Holly Lynton;L/D;TTH 01:00PM-04:00PM;FAYE 17B;12;12
1112F;ARHA-222-01;Drawing II;;Robert Sweeney;L/D;TTH 09:00AM-11:00AM;FAYE 101;16;16
1112F;ARHA-250-01;The Monastic Challenge;ARHA-250-01,EUST-250-01;Joel Upton;L/D;MW 12:30PM-01:50PM;FAYE 117;26;27
1112F;ARHA-270-01;African Art & Diaspora;ARHA-270-01,BLST-293-01;Rowland Abiodun;L/D;MW 08:30AM-09:50AM;FAYE 217;11;14
1112F;ARHA-313-01;Image/Movement/Sound;ARHA-313-01,FAMS-225-01;Ramon Rivera-Moret;L/D;TTH 01:00PM-04:00PM;FAYE 315;3;5
1112F;ARHA-314-01;Cine-Eye;ARHA-314-01,FAMS-442-01;Ramon Rivera-Moret;L/D;MW 01:00PM-04:00PM;FAYE 315;5;10
1112F;ARHA-325-01;Color Photography;;Thomas Young;L/D;MW 09:00AM-11:00AM;FAYE 17B;3;3
1112F;ARHA-329-01;Ideas Influences Vision;;Betsey Garand  Carol Keller;L/D;TTH 09:00AM-11:00AM;FAYE 303;7;7
1112F;ARHA-329-01;Ideas Influences Vision;;Betsey Garand  Carol Keller;L/D;TTH 09:00AM-11:00AM;FAYE 303;7;7
1112F;ARHA-331-01;Five Clg Adv Studio Sem;;Sara Rafferty;L/D;F 01:00PM-05:00PM;FAYE 101;11;11
1112F;ARHA-351-01;Renaissance Art in Italy;;Nicola Courtright;L/D;MW 02:00PM-03:20PM;FAYE 117;9;9
1112F;ARHA-425-01;Research and Writing;ARHA-425-01,ASLC-425-01;Samuel Morse;L/D;MW 12:30PM-01:50PM;FAYE 217;0;1
1112F;ASLC-124-01;Chinese Civilization;HIST-171-01,ASLC-124-01;Jerry Dennerline;L/D;TTH 02:00PM-03:20PM;CHAP 203;5;16
1112F;ASLC-143-01;Arts of China;ARHA-147-01,ASLC-143-01;Samuel Morse;L/D;MWF 10:00AM-10:50AM;FAYE 117;1;17
1112F;ASLC-148-01;Middle East 1800-Present;HIST-191-01,ASLC-148-01;Monica Ringer;L/D;TTH 02:00PM-03:20PM;CHAP 201;2;50
1112F;ASLC-152-01;Buddhist Traditions;RELI-152-01,ASLC-152-01;Maria Heim;L/D;TTH 10:00AM-11:20AM;MEAD 115;13;58
1112F;ASLC-222-01;Indian Civilization;ANTH-221-01,ASLC-222-01;Lawrence Babb;L/D;MWF 09:00AM-09:50AM;WEBS 220;8;27
1112F;ASLC-225-01;Japanese History to 1700;HIST-175-01,ASLC-225-01;Trent Maxey;L/D;MWF 11:00AM-11:50AM;FAYE 117;8;26
1112F;ASLC-249-01;China in the World;HIST-275-01,ASLC-249-01;Jerry Dennerline;L/D;TTH 10:00AM-11:20AM;CHAP 203;5;14
1112F;ASLC-252-01;Buddhist Life Writing;RELI-252-01,ASLC-252-01;Maria Heim;L/D;TTH 08:30AM-09:50AM;WEBS 220;1;9
1112F;ASLC-329-01;Fashion Matters;ASLC-329-01,WAGS-313-01;Paola Zamperini;L/D;MW 12:30PM-01:50PM;WEBS 217;14;24
1112F;ASLC-363-01;Women in Middle East;HIST-397-01,ASLC-363-01,WAGS-362-01;Monica Ringer;L/D;TTH 11:30AM-12:50PM;MERR 403;5;14
1112F;ASLC-425-01;Research and Writing;ARHA-425-01,ASLC-425-01;Samuel Morse;L/D;MW 12:30PM-01:50PM;FAYE 217;1;1
1112F;ASTR-111-01;Intro Modern Astronomy;;Fulvio Melia;L/D;TTH 02:00PM-03:20PM;MERR 4;47;47
1112F;ASTR-333-01;High Energy Astrophysics;;Fulvio Melia;L/D;TTH 09:00AM-10:20AM;MERR 131;3;3
1112F;BCBP-281-03;Molecular Genetics;BIOL-251-03,BCBP-281-03;David Ratner;LEC;MWF 11:00AM-11:50AM;MERR 3;1;13
1112F;BCBP-281-04;Molecular Genetics;BIOL-251-04,BCBP-281-04;David Ratner;LEC;MWF 11:00AM-11:50AM;MERR 3;0;9
1112F;BCBP-400-01;Molecular & Cell Biophysics;PHYS-400-01,BIOL-400-01,BCBP-400-01,CHEM-400-01;William Loinaz  Ashley Carter;L/D;TTH 10:00AM-11:20AM;SMUD 206;1;12
1112F;BCBP-400-01;Molecular & Cell Biophysics;PHYS-400-01,BIOL-400-01,BCBP-400-01,CHEM-400-01;William Loinaz  Ashley Carter;L/D;TTH 10:00AM-11:20AM;SMUD 206;1;12
1112F;BIOL-108-01;Cancer and AIDS;;Richard Goldsby;L/D;TTH 08:30AM-09:50AM;MERR 1;73;73
1112F;BIOL-131-01;Chemical Biology;CHEM-131-01,BIOL-131-01;Stephen George  James Hebda;LEC;MWF 12:00PM-12:50PM;MCLS 428;7;15
1112F;BIOL-131-01;Chemical Biology;CHEM-131-01,BIOL-131-01;Stephen George  James Hebda;LEC;MWF 12:00PM-12:50PM;MCLS 428;7;15
1112F;BIOL-191-01;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;MWF 11:00AM-11:50AM;MEAD 115;77;77
1112F;BIOL-191-01;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;MWF 11:00AM-11:50AM;MEAD 115;77;77
1112F;BIOL-191-01;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;MWF 11:00AM-11:50AM;MEAD 115;77;77
1112F;BIOL-191-01;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;MWF 11:00AM-11:50AM;MEAD 115;77;77
1112F;BIOL-191-03;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;TTH 08:00AM-09:50AM;WEBS 102;20;20
1112F;BIOL-191-03;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;TTH 08:00AM-09:50AM;WEBS 102;20;20
1112F;BIOL-191-03;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;TTH 08:00AM-09:50AM;WEBS 102;20;20
1112F;BIOL-191-03;Molecules, Genes & Cells;;Caroline Goutte  Patrick Williamson  Julia Emerson;LEC;TTH 08:00AM-09:50AM;WEBS 102;20;20
1112F;BIOL-191L-02;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;T 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-02;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;T 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-02;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;T 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-02;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;T 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-04;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-04;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-04;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-04;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 02:00PM-05:00PM;MCLS 234;0;0
1112F;BIOL-191L-05;Molecules, Genes & Cells;;Julia Emerson  Caroline Goutte  Patrick Williamson;LAB;F 02:00PM-05:00PM;MCLS 234;14;14
1112F;BIOL-191L-05;Molecules, Genes & Cells;;Julia Emerson  Caroline Goutte  Patrick Williamson;LAB;F 02:00PM-05:00PM;MCLS 234;14;14
1112F;BIOL-191L-05;Molecules, Genes & Cells;;Julia Emerson  Caroline Goutte  Patrick Williamson;LAB;F 02:00PM-05:00PM;MCLS 234;14;14
1112F;BIOL-191L-05;Molecules, Genes & Cells;;Julia Emerson  Caroline Goutte  Patrick Williamson;LAB;F 02:00PM-05:00PM;MCLS 234;14;14
1112F;BIOL-191L-06;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 06:30PM-09:30PM;MCLS 234;15;15
1112F;BIOL-191L-06;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 06:30PM-09:30PM;MCLS 234;15;15
1112F;BIOL-191L-06;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 06:30PM-09:30PM;MCLS 234;15;15
1112F;BIOL-191L-06;Molecules/Genes/Cells Lab;;Caroline Goutte  Patrick Williamson  Julia Emerson;LAB;TH 06:30PM-09:30PM;MCLS 234;15;15
1112F;BIOL-220-01;Developmental Biology;;Dominic Poccia;LEC;MWF 11:00AM-11:50AM;MCLS 230;1;1
1112F;BIOL-251-03;Molecular Genetics;BIOL-251-03,BCBP-281-03;David Ratner;LEC;MWF 11:00AM-11:50AM;MERR 3;12;13
1112F;BIOL-251-04;Molecular Genetics;BIOL-251-04,BCBP-281-04;David Ratner;LEC;MWF 11:00AM-11:50AM;MERR 3;9;9
1112F;BIOL-260-01;Animal Physiology;;Josef Trapani;LEC;MWF 11:00AM-11:50AM;MERR 131;35;35
1112F;BIOL-281-01;Animal Behavior;;Ethan Clotfelter;LEC;MWF 09:00AM-09:50AM;MERR 403;25;25
1112F;BIOL-301-02;Molecular Neurobiology;;Ethan Graf;LEC;MWF 11:00AM-11:50AM;MERR 220;12;12
1112F;BIOL-301-03;Molecular Neurobiology;;Ethan Graf;LEC;MWF 11:00AM-11:50AM;MERR 220;12;12
1112F;BIOL-320-01;Evolutionary Biology;;Jill Miller;LEC;TTH 10:00AM-11:20AM;MERR 403;11;11
1112F;BIOL-321-01;Evolutionary Biol W/Lab;;Jill Miller;LEC;TTH 10:00AM-11:20AM;MERR 403;14;14
1112F;BIOL-330-01;Biochemical Principles;CHEM-330-01,BIOL-330-01;Patricia O'Hara;L/D;TTH 08:30AM-09:50AM;MERR 401;20;21
1112F;BIOL-370-01;Immunology;;Richard Goldsby;L/D;TTH 02:00PM-03:20PM;MERR 220;17;17
1112F;BIOL-400-01;Molecular & Cell Biophysics;PHYS-400-01,BIOL-400-01,BCBP-400-01,CHEM-400-01;William Loinaz  Ashley Carter;L/D;TTH 10:00AM-11:20AM;SMUD 206;3;12
1112F;BIOL-400-01;Molecular & Cell Biophysics;PHYS-400-01,BIOL-400-01,BCBP-400-01,CHEM-400-01;William Loinaz  Ashley Carter;L/D;TTH 10:00AM-11:20AM;SMUD 206;3;12
1112F;BIOL-434-01;Seminar in Ecology;;Ethan Temeles;L/D;T 02:00PM-05:00PM;MCLS 230;6;6
1112F;BLST-111-01;Intro to Black Studies;;John Drabinski  Khary Polk;L/D;MW 02:00PM-03:20PM;COOP 101;16;16
1112F;BLST-111-01;Intro to Black Studies;;John Drabinski  Khary Polk;L/D;MW 02:00PM-03:20PM;COOP 101;16;16
1112F;BLST-147-01;Race, Place & the Law;LJST-105-01,BLST-147-01;David Delaney;L/D;MWF 10:00AM-10:50AM;CHAP 201;17;41
1112F;BLST-191-01;Blk Diaspora/ Hait Revolut;HIST-160-01,BLST-191-01;Jose Castro Alves;L/D;TTH 10:00AM-11:20AM;COOP 101;10;14
1112F;BLST-200-01;Debate in Black Studies;;Jeffrey Ferguson;L/D;MW 12:30PM-01:50PM;CLAR 100;20;20
1112F;BLST-211-01;Africa Before Eur Conqst;HIST-284-01,BLST-211-01;Sean Redding;L/D;TTH 10:00AM-11:20AM;CHAP 101;6;23
1112F;BLST-217-01;Apartheid;LJST-206-01,BLST-217-01;Adam Sitze;L/D;TTH 08:30AM-09:50AM;CHAP 101;11;28
1112F;BLST-225-01;Contemp African Fiction;;Carol Bailey;L/D;M 02:00PM-04:30PM;CHAP 203;7;7
1112F;BLST-226-01;White Identity in the US;SOCI-331-01,BLST-226-01;Carleen Basler;L/D;W 02:00PM-05:00PM;MERR 401;9;29
1112F;BLST-238-01;African Amer Rel Hist;RELI-238-01,BLST-238-01;David Wills;L/D;TTH 02:00PM-03:20PM;CHAP 103;5;10
1112F;BLST-243-01;Marvelous Blackness;;John Drabinski;L/D;MW 12:30PM-01:50PM;CONV 302;20;20
1112F;BLST-293-01;African Art & Diaspora;ARHA-270-01,BLST-293-01;Rowland Abiodun;L/D;MW 08:30AM-09:50AM;FAYE 217;3;14
1112F;BLST-313-01;Arts/Orature in Africa;BLST-313-01,ARHA-138-01;Rowland Abiodun;L/D;MW 12:30PM-01:50PM;COOP 101;2;6
1112F;BLST-321-01;Riot & Rebellion;HIST-488-01,BLST-321-01;Sean Redding;L/D;W 02:00PM-04:15PM;CHAP 203;3;16
1112F;BLST-432-01;Ellison's Invisible Man;;Jeffrey Ferguson;L/D;T 02:00PM-04:30PM;COOP 101;6;6
1112F;BLST-491-01;Black Marxism;HIST-418-01,BLST-491-01;Jose Castro Alves;L/D;T 02:00PM-04:30PM;CHAP 210;10;13
1112F;CHEM-131-01;Chemical Biology;CHEM-131-01,BIOL-131-01;James Hebda  Stephen George;LEC;MWF 12:00PM-12:50PM;MCLS 428;8;15
1112F;CHEM-131-01;Chemical Biology;CHEM-131-01,BIOL-131-01;James Hebda  Stephen George;LEC;MWF 12:00PM-12:50PM;MCLS 428;8;15
1112F;CHEM-151-01;Introductory Chemistry;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LEC;MWF 09:00AM-09:50AM;MERR 2;101;101
1112F;CHEM-151-01;Introductory Chemistry;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LEC;MWF 09:00AM-09:50AM;MERR 2;101;101
1112F;CHEM-151-01;Introductory Chemistry;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LEC;MWF 09:00AM-09:50AM;MERR 2;101;101
1112F;CHEM-151F-01;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 01:00PM-01:50PM;MERR 401;41;41
1112F;CHEM-151F-01;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 01:00PM-01:50PM;MERR 401;41;41
1112F;CHEM-151F-01;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 01:00PM-01:50PM;MERR 401;41;41
1112F;CHEM-151F-02;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 02:00PM-02:50PM;MERR 401;40;40
1112F;CHEM-151F-02;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 02:00PM-02:50PM;MERR 401;40;40
1112F;CHEM-151F-02;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 02:00PM-02:50PM;MERR 401;40;40
1112F;CHEM-151F-03;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 03:00PM-03:50PM;MERR 401;17;17
1112F;CHEM-151F-03;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 03:00PM-03:50PM;MERR 401;17;17
1112F;CHEM-151F-03;Introductory Chemistry Discuss;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;DIS;M 03:00PM-03:50PM;MERR 401;17;17
1112F;CHEM-151I-01;Introductory Chem Intensive;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;TUT;F 01:00PM-03:00PM;MERR 401;14;14
1112F;CHEM-151I-01;Introductory Chem Intensive;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;TUT;F 01:00PM-03:00PM;MERR 401;14;14
1112F;CHEM-151I-01;Introductory Chem Intensive;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;TUT;F 01:00PM-03:00PM;MERR 401;14;14
1112F;CHEM-151L-01;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;T 08:00AM-11:00AM;MERR 425;21;21
1112F;CHEM-151L-01;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;T 08:00AM-11:00AM;MERR 425;21;21
1112F;CHEM-151L-01;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;T 08:00AM-11:00AM;MERR 425;21;21
1112F;CHEM-151L-02;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;T 02:00PM-05:00PM;MERR 425;24;24
1112F;CHEM-151L-02;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;T 02:00PM-05:00PM;MERR 425;24;24
1112F;CHEM-151L-02;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;T 02:00PM-05:00PM;MERR 425;24;24
1112F;CHEM-151L-03;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;W 02:00PM-05:00PM;MERR 425;21;21
1112F;CHEM-151L-03;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;W 02:00PM-05:00PM;MERR 425;21;21
1112F;CHEM-151L-03;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;W 02:00PM-05:00PM;MERR 425;21;21
1112F;CHEM-151L-04;Introductory Chemistry Lab;;Sheila Jaswal  Joseph Kushick  Richmond Ampiah-Bonney;LAB;TH 02:00PM-05:00PM;MERR 425;23;23
